commodity,variety,market,district,state,date,modal_price,min_price,max_price,arrivals,unit
Sesame,White,Bangalore,Bangalore,Karnataka,2020-02-25,12073.28,11534.35,12553.22,17.71,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-02-26,11882.04,11040.0,12709.17,43.12,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-02-27,11212.43,10596.62,11862.97,7.97,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-02-28,12309.26,11824.74,13026.43,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-02-29,11202.03,10448.93,11574.31,4.84,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-01,11530.71,10687.98,12247.17,9.19,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-02,10500.6,10057.04,10964.09,24.06,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-03,11485.44,11033.12,12013.12,52.57,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-04,11543.25,11155.91,11951.21,64.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-05,11247.9,10608.03,12006.47,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-06,10676.81,10029.31,11231.08,33.76,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-07,11775.55,11335.28,12525.12,2.94,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-08,12752.35,12113.39,13640.16,18.11,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-09,11589.85,11080.88,12011.74,12.43,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-10,10681.62,10015.03,11034.11,48.72,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-11,11271.53,10738.58,11818.61,61.73,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-12,11188.3,10518.97,11591.05,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-13,10638.44,10035.79,11310.22,48.02,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-14,11541.69,10971.7,12249.38,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-15,9913.85,9138.77,10634.74,2.44,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-16,11189.16,10348.44,11616.56,17.07,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-17,11994.44,11074.48,12795.99,50.52,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-18,10044.05,9274.58,10571.5,37.97,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-19,10478.1,10118.71,11268.41,43.34,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-20,10665.23,9940.33,11210.34,27.92,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-21,11830.13,10936.19,12710.16,3.75,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-22,0.0,9774.17,10801.59,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-23,11197.95,10371.33,11920.42,53.12,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-24,12105.56,11291.64,12829.02,50.53,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-25,12408.35,11934.11,13395.98,28.16,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-26,12207.53,11483.28,13054.07,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-27,11265.89,10805.07,11809.41,32.97,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-28,12496.02,12085.57,12952.71,25.66,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-29,11990.16,11475.02,12455.3,5.33,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-30,10987.2,10446.95,11372.01,64.12,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-03-31,11967.89,11130.66,12656.83,60.59,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-01,11464.84,10787.88,11828.27,36.64,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-02,10359.37,9996.67,10867.04,37.97,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-03,10827.46,10028.75,11508.85,38.4,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-04,11394.09,10692.31,12243.21,8.24,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-05,11766.94,10974.82,12578.73,9.36,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-06,0.0,11732.35,13400.74,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-07,10559.98,10011.19,10945.41,14.05,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-08,11739.14,11158.77,12315.82,48.03,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-09,10997.66,10530.14,11337.04,33.21,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-10,10988.61,10349.2,11506.26,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-11,11599.46,11142.77,12268.94,2.49,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-12,11694.49,10946.51,12617.28,27.28,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-13,11161.39,10455.8,11954.79,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-14,12103.27,11657.99,12481.68,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-15,12620.67,12024.57,13446.95,34.08,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-16,12580.07,11942.96,13094.5,8.62,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-17,11599.64,10900.67,11994.39,12.21,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-18,10959.25,10507.61,11624.82,10.61,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-19,12715.49,12064.47,13426.66,1.53,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-20,13785.74,12753.14,14253.95,50.89,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-21,11078.88,10743.62,11499.55,51.12,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-22,10731.1,10243.4,11141.03,37.45,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-23,10671.34,10253.16,11438.03,62.33,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-24,11002.35,10666.1,11794.37,67.39,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-25,11322.64,10702.5,12063.91,7.02,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-26,11290.07,10793.55,11727.28,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-27,12933.13,12254.91,13899.4,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-28,12138.36,11757.61,12705.8,21.79,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-29,11288.55,10904.41,12161.42,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-04-30,10146.21,9447.73,10794.63,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-01,11615.39,10875.28,12132.81,36.89,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-02,10826.91,10147.81,11509.13,18.72,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-03,10381.42,9731.83,10905.88,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-04,12250.88,11854.03,13145.4,49.32,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-05,11145.96,10665.37,11763.87,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-06,11524.91,11152.56,12379.85,57.44,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-07,11267.08,10710.01,11965.63,34.95,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-08,11695.87,10911.29,12407.02,60.84,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-09,11963.35,11039.55,12627.88,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-10,11527.9,10717.45,12344.91,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-11,10807.91,10015.01,11531.65,28.55,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-12,11551.04,11200.63,12114.24,44.18,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-13,11721.52,11300.51,12427.13,51.47,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-14,10946.7,10417.78,11795.72,59.16,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-15,11834.67,11103.62,12596.05,51.24,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-16,11033.39,10522.25,11643.07,18.79,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-17,12172.29,11742.78,13039.14,20.62,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-18,13141.02,12323.39,13883.72,59.15,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-19,12060.54,11483.47,12439.66,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-20,12236.91,11743.3,12786.63,35.4,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-21,12600.94,11870.37,13335.6,10.28,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-22,10188.15,9482.52,10648.87,51.59,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-23,11591.3,11236.17,12133.84,14.11,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-24,11481.62,10816.4,12035.96,12.22,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-25,12232.82,11647.29,12890.91,47.13,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-26,10298.17,9476.31,10682.04,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-27,11206.16,10679.69,11618.67,19.39,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-28,11106.86,10270.85,11697.34,80.3,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-29,10882.86,10457.56,11548.4,39.98,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-30,11184.92,10702.05,11961.82,20.58,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-05-31,11428.81,10756.91,11892.19,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-01,11642.78,10793.42,12201.24,64.95,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-02,10764.35,10198.36,11439.14,75.02,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-03,10943.84,10303.59,11580.38,30.22,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-04,11581.52,11010.61,12430.04,57.32,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-05,10380.41,9767.85,10982.02,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-06,12839.92,12104.64,13452.03,16.95,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-07,11957.01,11127.46,12886.63,14.49,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-08,11939.98,11018.72,12554.34,63.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-09,11741.51,11105.08,12229.2,25.79,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-10,10887.4,10227.58,11658.34,50.36,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-11,11684.34,11331.9,12130.36,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-12,11552.49,11053.32,12140.64,50.29,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-13,11322.81,10656.11,12210.4,27.06,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-14,13039.91,12338.33,13597.46,22.76,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-15,0.0,10683.95,12482.6,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-16,12438.36,11700.6,13343.57,32.75,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-17,11309.85,10482.23,11745.2,6.28,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-18,10987.28,10169.43,11347.55,19.97,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-19,11570.24,10938.59,12363.47,75.43,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-20,11484.81,11033.07,12100.12,17.56,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-21,11975.37,11599.72,12540.38,16.38,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-22,11104.42,10530.93,11956.54,23.11,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-23,11854.62,11024.34,12625.24,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-24,11422.01,10515.84,12323.76,52.59,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-25,12440.36,11548.01,12822.76,67.62,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-26,12616.45,12211.49,13511.28,25.85,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-27,11187.02,10374.86,11558.78,20.68,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-28,13030.44,12510.02,13671.77,1.5,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-29,0.0,11602.48,12783.4,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-06-30,11107.14,10268.66,11722.05,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-01,10607.15,10171.89,11411.16,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-02,0.0,10545.32,11968.64,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-03,10555.81,10187.21,11268.47,13.45,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-04,11193.61,10508.47,11959.32,3.09,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-05,12084.47,11379.15,12568.69,28.09,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-06,13076.79,12597.1,13876.58,26.14,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-07,11304.3,10840.19,11692.85,25.43,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-08,12465.98,11692.12,13329.45,32.58,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-09,12022.69,11203.45,12566.08,44.1,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-10,12096.44,11429.32,12793.12,7.07,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-11,10881.51,10161.9,11341.49,35.96,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-12,12496.47,12109.1,12891.54,4.14,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-13,12298.7,11373.55,13220.16,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-14,12474.01,11608.87,13256.04,23.49,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-15,12473.14,11798.04,13312.36,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-16,11514.4,10643.84,11913.32,21.71,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-17,12428.41,11656.86,13336.8,55.78,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-18,0.0,11153.47,12652.2,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-19,12565.61,12042.82,13192.27,10.73,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-20,10911.56,10266.42,11658.28,61.79,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-21,9699.77,9172.22,10162.98,26.42,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-22,10942.38,10374.72,11604.13,30.51,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-23,12262.65,11619.85,12694.44,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-24,12506.53,11778.47,12983.31,26.53,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-25,0.0,11083.29,12372.73,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-26,11236.97,10591.09,11658.52,16.15,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-27,11981.64,11356.15,12514.32,19.73,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-28,11251.92,10454.92,11705.73,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-29,11373.5,10732.49,12015.06,48.17,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-30,11955.61,11144.7,12601.93,20.22,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-07-31,11480.14,11083.85,12172.02,81.86,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-01,11499.19,11044.99,11849.81,4.22,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-02,12067.98,11110.31,13032.55,19.01,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-03,11939.43,11250.49,12800.12,67.42,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-04,11759.17,11369.76,12470.3,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-05,12222.96,11613.4,12995.79,57.94,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-06,10822.96,10427.39,11486.5,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-07,11302.72,10894.38,11663.22,80.02,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-08,13076.26,12335.74,13496.66,13.39,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-09,12036.83,11310.38,12568.98,9.55,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-10,11141.94,10663.8,11630.17,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-11,11466.26,10890.25,11994.21,23.72,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-12,12727.83,12213.56,13227.08,54.53,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-13,10226.75,9587.05,10598.79,80.33,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-14,11573.14,11205.98,11942.29,21.48,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-15,11282.9,10789.16,12120.4,8.21,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-16,11162.74,10699.77,11943.16,5.44,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-17,12320.42,11529.72,12979.84,58.87,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-18,10637.29,10058.95,11012.51,63.83,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-19,11748.25,10943.9,12194.33,83.45,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-20,0.0,11320.35,13258.13,0.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-21,10856.07,10455.84,11463.75,48.67,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-22,11574.4,10760.58,12189.18,2.27,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-23,11080.65,10302.71,11713.25,9.98,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-24,12275.89,11725.36,13198.04,37.65,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-25,11321.79,10978.05,11759.34,12.23,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-26,10842.38,10089.15,11269.95,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-27,10797.59,10297.81,11370.44,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-28,11823.48,10895.6,12753.38,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-29,11985.5,11272.96,12699.51,9.93,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-30,10654.55,9992.26,11088.19,11.12,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-08-31,10514.74,10195.14,11137.98,5.0,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-09-01,12324.81,11429.3,13301.66,32.13,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-09-02,11254.04,10815.84,11599.08,84.91,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-09-03,11480.53,10734.69,12355.09,121.07,Quintal
Sesame,White,Bangalore,Bangalore,Karnataka,2020-09-04,12242.05,11265.28,13029.8,98.44,Quintal
