commodity,market,state,district,date,modal_price,min_price,max_price,arrivals,unit
Sesame,Rajkot,Various,Rajkot,2014-05-09,11410.4,10839.88,11980.92,231,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-10,11454.45,10881.73,12027.17,163,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-12,11484.55,10910.32,12058.78,208,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-13,11338.6,10771.67,11905.53,245,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-14,11480.65,10906.62,12054.68,185,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-15,11380.7,10811.67,11949.74,152,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-16,11478.75,10904.81,12052.69,193,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-19,11472.9,10899.25,12046.55,216,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-20,11386.95,10817.6,11956.3,157,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-21,11435.0,10863.25,12006.75,157,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-22,11453.05,10880.4,12025.7,176,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-23,11481.1,10907.05,12055.16,208,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-24,11467.15,10893.79,12040.51,166,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-26,11453.25,10880.59,12025.91,227,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-27,11319.3,10753.33,11885.26,159,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-28,11367.35,10798.98,11935.72,208,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-29,11383.4,10814.23,11952.57,163,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-30,11335.45,10768.68,11902.22,156,Quintal
Sesame,Rajkot,Various,Rajkot,2014-05-31,11385.5,10816.23,11954.77,185,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-02,11461.6,10888.52,12034.68,227,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-03,11347.65,10780.27,11915.03,188,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-04,11455.7,10882.92,12028.49,213,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-05,11401.75,10831.66,11971.84,223,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-06,11325.8,10759.51,11892.09,226,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-07,11499.85,10924.86,12074.84,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-09,11333.95,10767.25,11900.65,189,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-10,11506.0,10930.7,12081.3,156,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-11,11470.05,10896.55,12043.55,249,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-12,11362.1,10793.99,11930.21,177,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-13,11474.15,10900.44,12047.86,240,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-14,11322.2,10756.09,11888.31,220,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-16,11482.3,10908.18,12056.41,241,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-17,11458.35,10885.43,12031.27,184,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-18,11446.4,10874.08,12018.72,224,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-19,11328.45,10762.03,11894.87,249,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-20,11388.5,10819.07,11957.93,168,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-21,11496.55,10921.72,12071.38,202,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-23,11466.65,10893.32,12039.98,172,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-24,11364.7,10796.47,11932.94,220,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-25,11416.75,10845.91,11987.59,215,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-26,11406.8,10836.46,11977.14,201,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-27,11408.85,10838.41,11979.29,220,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-28,11382.9,10813.75,11952.05,180,Quintal
Sesame,Rajkot,Various,Rajkot,2014-06-30,11421.0,10849.95,11992.05,181,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-01,11315.05,10749.3,11880.8,160,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-02,11345.1,10777.84,11912.36,182,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-03,11349.15,10781.69,11916.61,231,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-05,11439.25,10867.29,12011.21,172,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-07,11471.35,10897.78,12044.92,244,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-08,11433.4,10861.73,12005.07,224,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-09,11499.45,10924.48,12074.42,217,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-10,11335.5,10768.73,11902.27,214,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-11,11411.55,10840.97,11982.13,234,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-12,11413.6,10842.92,11984.28,186,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-14,11461.7,10888.61,12034.79,215,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-15,11455.75,10882.96,12028.54,194,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-16,11367.8,10799.41,11936.19,224,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-17,11505.85,10930.56,12081.14,164,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-18,11361.9,10793.8,11930.0,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-19,11457.95,10885.05,12030.85,160,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-21,11420.05,10849.05,11991.05,193,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-22,11418.1,10847.19,11989.01,165,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-23,11368.15,10799.74,11936.56,158,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-24,11498.2,10923.29,12073.11,174,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-25,11486.25,10911.94,12060.56,184,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-26,11464.3,10891.08,12037.51,157,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-28,11410.4,10839.88,11980.92,191,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-29,11384.45,10815.23,11953.67,213,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-30,11456.5,10883.67,12029.33,173,Quintal
Sesame,Rajkot,Various,Rajkot,2014-07-31,11344.55,10777.32,11911.78,208,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-01,11322.6,10756.47,11888.73,206,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-02,11358.65,10790.72,11926.58,189,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-04,11432.75,10861.11,12004.39,162,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-05,11368.8,10800.36,11937.24,172,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-06,11422.85,10851.71,11993.99,198,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-07,11380.9,10811.85,11949.94,248,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-08,11320.95,10754.9,11887.0,191,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-09,11393.0,10823.35,11962.65,229,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-11,11345.1,10777.84,11912.36,228,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-12,11349.15,10781.69,11916.61,153,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-13,11397.2,10827.34,11967.06,218,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-14,11397.25,10827.39,11967.11,229,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-15,11449.3,10876.83,12021.76,163,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-16,11481.35,10907.28,12055.42,199,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-18,11509.45,10933.98,12084.92,158,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-19,11321.5,10755.42,11887.58,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-20,11413.55,10842.87,11984.23,204,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-21,11361.6,10793.52,11929.68,192,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-22,11433.65,10861.97,12005.33,217,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-23,11437.7,10865.82,12009.59,243,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-25,11459.8,10886.81,12032.79,169,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-26,11477.85,10903.96,12051.74,223,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-27,11361.9,10793.8,11930.0,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-28,11475.95,10902.15,12049.75,205,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-29,11420.0,10849.0,11991.0,239,Quintal
Sesame,Rajkot,Various,Rajkot,2014-08-30,11506.05,10930.75,12081.35,161,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-01,11318.15,10752.24,11884.06,240,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-03,11502.25,10927.14,12077.36,178,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-04,11386.3,10816.98,11955.61,156,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-05,11466.35,10893.03,12039.67,160,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-06,11388.4,10818.98,11957.82,168,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-08,11444.5,10872.27,12016.73,182,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-09,11476.55,10902.72,12050.38,206,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-10,11312.6,10746.97,11878.23,229,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-11,11486.65,10912.32,12060.98,152,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-13,11324.75,10758.51,11890.99,247,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-15,11320.85,10754.81,11886.89,203,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-16,11474.9,10901.15,12048.65,161,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-18,11449.0,10876.55,12021.45,235,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-19,11395.05,10825.3,11964.8,187,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-20,11495.1,10920.34,12069.86,204,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-22,11325.2,10758.94,11891.46,191,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-23,11329.25,10762.79,11895.71,167,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-25,11471.35,10897.78,12044.92,207,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-26,11313.4,10747.73,11879.07,232,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-27,11361.45,10793.38,11929.52,157,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-29,11445.55,10873.27,12017.83,179,Quintal
Sesame,Rajkot,Various,Rajkot,2014-09-30,11397.6,10827.72,11967.48,244,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-01,13135.65,12478.87,13792.43,151,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-02,13145.7,12488.42,13802.99,153,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-03,13173.75,12515.06,13832.44,192,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-04,13271.8,12608.21,13935.39,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-06,13297.9,12633.0,13962.8,202,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-07,13133.95,12477.25,13790.65,198,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-08,13208.0,12547.6,13868.4,216,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-09,13180.05,12521.05,13839.05,174,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-10,13252.1,12589.49,13914.71,244,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-13,13154.25,12496.54,13811.96,152,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-14,13188.3,12528.88,13847.72,188,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-15,13272.35,12608.73,13935.97,193,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-16,13152.4,12494.78,13810.02,163,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-17,13136.45,12479.63,13793.27,205,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-18,13290.5,12625.97,13955.03,231,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-20,13114.6,12458.87,13770.33,160,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-21,13240.65,12578.62,13902.68,238,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-22,13182.7,12523.57,13841.84,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-23,13222.75,12561.61,13883.89,157,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-24,13310.8,12645.26,13976.34,222,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-25,13168.85,12510.41,13827.29,153,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-27,13186.95,12527.6,13846.3,225,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-28,13277.0,12613.15,13940.85,228,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-29,13163.05,12504.9,13821.2,180,Quintal
Sesame,Rajkot,Various,Rajkot,2014-10-30,13281.1,12617.05,13945.16,234,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-01,13115.2,12459.44,13770.96,205,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-03,13149.3,12491.83,13806.76,203,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-04,13127.35,12470.98,13783.72,219,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-05,13147.4,12490.03,13804.77,221,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-06,13187.45,12528.08,13846.82,187,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-07,13155.5,12497.72,13813.28,166,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-10,13185.65,12526.37,13844.93,180,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-11,13309.7,12644.22,13975.19,239,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-12,13199.75,12539.76,13859.74,239,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-13,13191.8,12532.21,13851.39,218,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-14,13183.85,12524.66,13843.04,242,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-15,13187.9,12528.5,13847.3,153,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-17,13154.0,12496.3,13811.7,153,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-18,13212.05,12551.45,13872.65,173,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-19,13252.1,12589.49,13914.71,211,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-20,13190.15,12530.64,13849.66,164,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-21,13142.2,12485.09,13799.31,217,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-22,13122.25,12466.14,13778.36,171,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-24,13264.35,12601.13,13927.57,213,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-25,13188.4,12528.98,13847.82,169,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-26,13142.45,12485.33,13799.57,235,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-27,13288.5,12624.07,13952.93,233,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-28,13224.55,12563.32,13885.78,211,Quintal
Sesame,Rajkot,Various,Rajkot,2014-11-29,13304.6,12639.37,13969.83,204,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-01,13206.7,12546.36,13867.04,228,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-02,13296.75,12631.91,13961.59,175,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-03,13282.8,12618.66,13946.94,223,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-04,13168.85,12510.41,13827.29,168,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-05,13268.9,12605.45,13932.34,180,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-06,13298.95,12634.0,13963.9,158,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-08,13247.05,12584.7,13909.4,191,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-09,13183.1,12523.94,13842.26,188,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-10,13273.15,12609.49,13936.81,226,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-11,13171.2,12512.64,13829.76,236,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-12,13251.25,12588.69,13913.81,169,Quintal
Sesame,Rajkot,Various,Rajkot,2014-12-13,13277.3,12613.43,13941.16,165,Quintal
