commodity,variety,market,district,state,date,modal_price,min_price,max_price,arrivals,unit
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-02-27,4815.55,4470.38,5041.13,449.83,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-02-28,4180.02,3860.08,4365.61,372.86,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-02-29,0.0,3759.99,4295.93,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-01,4217.52,4035.57,4491.44,19.47,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-02,4577.56,4253.03,4902.98,49.17,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-03,4434.77,4166.83,4652.92,85.93,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-04,4563.11,4270.87,4837.07,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-05,4554.56,4190.21,4916.32,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-06,4162.77,3919.9,4492.75,38.54,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-07,4137.53,3925.77,4425.06,19.95,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-08,4032.62,3896.25,4278.92,47.17,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-09,4571.02,4401.88,4786.52,144.12,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-10,4208.93,3931.81,4498.46,47.95,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-11,4329.12,4169.44,4597.71,10.55,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-12,0.0,3918.74,4387.52,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-13,4296.14,4112.67,4503.66,32.48,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-14,4496.38,4189.16,4701.35,42.72,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-15,4381.6,4085.31,4643.2,17.14,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-16,4565.41,4214.14,4738.86,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-17,4636.8,4371.54,4889.89,29.35,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-18,4424.46,4085.16,4609.87,58.39,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-19,4188.09,4055.86,4504.12,115.23,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-20,4093.22,3879.64,4403.12,144.13,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-21,4533.48,4340.27,4676.97,28.3,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-22,4985.79,4770.55,5146.08,12.78,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-23,4532.32,4186.37,4776.41,32.45,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-24,4337.18,4043.99,4630.53,122.69,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-25,4344.64,4098.65,4638.94,75.83,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-26,4527.34,4330.49,4703.1,46.26,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-27,4181.89,3928.13,4432.08,49.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-28,4909.67,4523.16,5196.5,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-29,4048.99,3893.45,4262.53,38.39,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-30,4410.11,4104.06,4690.99,216.26,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-03-31,4592.41,4247.65,4840.15,63.86,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-01,4639.42,4438.57,4794.1,22.83,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-02,4035.11,3908.52,4288.55,168.9,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-03,4383.0,4170.72,4588.91,95.84,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-04,4343.66,4154.19,4593.98,29.68,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-05,4830.78,4612.44,5146.27,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-06,4261.38,4008.22,4590.23,89.63,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-07,4162.74,3898.67,4304.15,191.52,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-08,4683.16,4462.03,4961.64,120.67,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-09,4697.03,4551.76,4884.3,245.51,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-10,4462.08,4107.84,4794.26,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-11,3916.64,3793.33,4222.62,20.28,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-12,4155.65,3953.1,4403.31,7.49,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-13,4616.1,4403.16,4833.22,143.52,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-14,4120.76,3944.97,4302.36,147.05,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-15,4706.15,4440.97,5046.6,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-16,4362.36,4093.42,4526.41,82.52,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-17,4332.75,4011.34,4489.74,78.04,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-18,4473.74,4187.99,4765.11,24.49,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-19,4473.36,4172.78,4714.78,19.25,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-20,4614.01,4324.53,4946.59,216.93,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-21,4278.1,3989.57,4408.26,163.76,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-22,4893.91,4651.25,5048.44,8.57,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-23,4280.07,4008.09,4558.31,154.92,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-24,4201.48,4060.16,4482.37,99.41,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-25,4423.32,4167.59,4752.75,35.05,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-26,4439.76,4184.09,4774.23,19.67,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-27,4447.8,4114.36,4791.35,60.55,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-28,4617.39,4260.65,4920.97,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-29,4092.29,3880.88,4359.56,73.74,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-04-30,4186.28,3902.09,4490.26,25.6,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-01,4477.18,4258.01,4731.28,96.04,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-02,4614.74,4250.85,4899.15,45.57,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-03,3870.43,3570.77,3987.71,28.67,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-04,4300.31,4051.13,4606.12,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-05,4134.07,3904.3,4380.14,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-06,4471.61,4260.62,4713.04,62.75,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-07,3755.25,3468.68,3914.98,69.85,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-08,4539.7,4249.75,4709.37,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-09,4204.52,3938.8,4485.21,20.32,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-10,4549.72,4201.72,4832.98,14.34,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-11,4524.32,4273.81,4663.56,38.34,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-12,4150.92,3869.24,4336.02,140.64,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-13,4770.95,4421.93,4968.59,137.1,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-14,4503.06,4262.71,4785.89,170.48,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-15,4260.77,4043.42,4396.11,87.52,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-16,4014.51,3851.52,4157.54,39.54,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-17,4130.1,3810.95,4380.05,26.24,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-18,4437.24,4171.8,4646.02,19.86,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-19,0.0,4504.06,5169.39,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-20,4013.45,3877.92,4245.74,37.87,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-21,4686.71,4434.56,4944.9,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-22,0.0,4257.45,4780.85,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-23,4035.08,3758.82,4334.8,5.76,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-24,4446.33,4157.83,4706.14,52.29,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-25,4579.26,4366.9,4733.54,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-26,4602.84,4296.01,4821.92,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-27,4214.06,3946.05,4528.42,133.9,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-28,4457.85,4225.06,4698.39,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-29,4634.99,4362.89,4865.82,162.98,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-30,4191.0,3995.68,4501.98,39.86,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-05-31,3880.53,3609.84,4079.87,19.84,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-01,4368.21,4154.76,4598.32,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-02,4259.45,4099.61,4517.36,42.71,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-03,4252.68,4056.55,4438.24,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-04,4245.56,4090.8,4383.37,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-05,4340.11,4116.8,4657.41,144.68,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-06,4472.81,4218.2,4780.06,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-07,4240.33,4037.32,4430.03,63.1,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-08,4334.47,4176.44,4634.93,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-09,4196.05,4050.49,4512.61,70.56,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-10,3955.66,3697.41,4239.29,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-11,4469.64,4186.14,4824.91,56.27,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-12,4478.96,4182.68,4749.89,160.07,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-13,4636.09,4319.38,4913.5,35.79,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-14,4656.27,4285.81,4967.32,17.51,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-15,4373.81,4170.5,4562.81,231.59,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-16,4237.62,3971.45,4401.43,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-17,4042.39,3816.88,4360.92,89.01,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-18,4363.22,4106.48,4554.26,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-19,4087.83,3940.32,4404.45,35.27,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-20,4832.11,4676.85,5199.26,39.41,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-21,3874.76,3634.93,3992.89,49.22,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-22,4483.15,4323.76,4819.32,37.65,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-23,4373.02,4133.95,4584.99,14.27,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-24,5091.71,4837.32,5278.68,203.6,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-25,4638.11,4368.82,4858.44,292.2,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-26,3897.59,3616.63,4166.56,30.72,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-27,3791.79,3676.77,4021.71,18.33,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-28,3966.68,3813.87,4263.45,18.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-29,0.0,4193.8,4666.13,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-06-30,4592.1,4276.41,4896.99,35.39,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-01,4142.49,4013.69,4317.98,128.09,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-02,4401.74,4113.89,4682.58,142.17,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-03,4292.35,3990.28,4556.78,88.3,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-04,4163.51,3930.55,4488.52,68.43,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-05,4258.52,3941.75,4395.33,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-06,4272.48,4077.75,4537.44,44.43,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-07,4162.68,3913.62,4477.27,233.59,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-08,0.0,3863.07,4431.57,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-09,4242.57,3955.78,4412.36,117.66,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-10,4596.85,4301.56,4858.58,131.48,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-11,4329.44,3986.9,4502.71,16.41,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-12,0.0,3775.17,4352.08,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-13,3971.84,3850.62,4267.43,175.66,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-14,4063.55,3921.66,4329.93,88.56,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-15,4532.13,4314.71,4703.53,115.09,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-16,4044.39,3730.52,4306.18,207.36,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-17,4389.45,4045.13,4682.72,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-18,3869.08,3738.62,4036.17,48.15,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-19,4541.79,4257.51,4694.14,7.65,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-20,3674.61,3497.52,3814.18,117.63,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-21,4323.24,4026.6,4520.71,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-22,4413.0,4222.21,4698.54,10.49,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-23,4332.84,4024.56,4663.26,156.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-24,4140.74,3986.05,4421.02,109.16,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-25,4266.96,4002.0,4521.32,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-26,4108.08,3907.38,4282.48,31.87,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-27,4325.92,4116.06,4480.12,25.21,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-28,3916.13,3734.69,4068.84,280.95,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-29,4382.67,4221.72,4538.16,5.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-30,4413.5,4263.55,4601.42,194.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-07-31,4571.52,4323.53,4768.33,59.47,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-01,4588.54,4445.36,4729.08,1.5,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-02,0.0,4129.63,4509.17,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-03,4071.55,3827.27,4341.21,38.09,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-04,4441.15,4203.71,4602.09,39.81,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-05,4036.2,3789.31,4324.38,17.78,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-06,3763.7,3508.51,4046.55,132.54,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-07,0.0,4034.01,4490.77,0.0,Quintal
Soybean,Yellow,Bhopal,Bhopal,Madhya Pradesh,2020-08-08,4669.23,4505.26,5006.72,1.5,Quintal
